SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,Molecular Weight,EnthalpyVap,Log P
CCCCN(CCCC)CCCC,486.6,257.47,646.476125202258,17.77340473028503,725.5,185.35500000000025,44.349,3.6887000000000025
CCN(CC)CC,349.32,189.85,511.8911604388847,31.001830348063745,389.5,101.19299999999993,30.993,1.3481
CN(C)C,280.67999999999995,156.04000000000002,440.1971721989608,43.974136172069024,221.5,59.112000000000016,24.315,0.1777999999999999
CC1=C(N=C(C=C1)C)C,472.98,302.92,697.4825522080761,35.26272137936482,424.5,121.18299999999994,43.212,2.00686
CC1=CC(=NC(=C1)C)C,472.98,302.92,697.4825522080761,35.26272137936482,424.5,121.18299999999994,43.212,2.00686
C(C(C(F)(F)F)(F)F)(C(N(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,428.13,302.44,528.8846393311394,8.862984551552039,1079.5,671.0850000000004,6.738,8.565500000000002
C=CCN,337.45,205.07,523.5856035852014,50.51400526052851,213.5,57.09600000000002,32.243,0.1311000000000001
C1=CC=C(C=C1)C2=CC=CC=C2N,605.03,373.62,864.1014361939148,36.0288172892206,520.5,169.2270000000001,58.161,2.9358000000000004
C(COCCO)N,478.25,301.15,653.599362464217,46.27701420704337,325.5,105.13699999999994,54.228,-1.0459999999999996
C(CNCCO)N,506.0,331.58,684.7412648970977,48.225308641975296,342.5,104.15299999999992,58.25399999999999,-1.4729999999999992
C(CNCCN)N,486.35,354.02,686.2596150249357,45.96380350474002,352.5,103.16899999999994,52.216,-1.5065999999999988
CN(CCO)CCO,510.8,300.22,667.7482410298194,43.51125375067007,371.5,119.16399999999992,62.125,-1.0972000000000002
C(CCN)CN,436.18,301.36,633.5889962304811,45.16418083015378,317.5,88.15399999999995,45.78,-0.3159999999999995
C(CCCCCN)CCCCN,573.46,368.98,757.7128524885583,23.473649420106955,653.5,172.31600000000023,59.136,2.0246
CC(C)CNCC(C)C,431.93,202.58,607.898115527101,26.110690003705106,506.5,129.24699999999993,39.062000000000005,1.888
