SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,Molecular Weight,EnthalpyVap,Log P
C1=CC(=CC=C1CC#N)[N+](=O)[O-],668.22,427.46,926.2988700212858,35.30463842931076,483.5,162.14800000000005,63.409000000000006,1.66088
C1=CC(=C(C=C1[N+](=O)[O-])N)N,670.4200000000001,518.97,940.71463217752,53.51345247925151,403.5,153.14100000000005,70.423,0.7592000000000003
C1=CC(=C(C=C1N)N)[N+](=O)[O-],670.4200000000001,518.97,940.71463217752,53.51345247925151,403.5,153.14100000000008,70.423,0.7591999999999999
C1=C(C=C(C=C1N)[N+](=O)[O-])N,670.4200000000001,518.97,940.71463217752,53.51345247925151,403.5,153.14100000000008,70.423,0.7591999999999999
C1=CC(=C(C=C1N)[N+](=O)[O-])N,670.4200000000001,518.97,940.71463217752,53.51345247925151,403.5,153.14100000000008,70.423,0.7591999999999999
C1=CC(=C(C(=C1)[N+](=O)[O-])C(=O)O)C(=O)O,862.1400000000001,696.19,1117.6380484054182,44.74222883412938,505.5,211.129,87.92099999999999,0.9912
C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)C(=O)O,862.1400000000001,696.19,1117.6380484054182,44.74222883412938,505.5,211.129,87.92099999999999,0.9912
C1=CC(=CC=C1CCO)[N+](=O)[O-],658.3199999999999,423.29,882.0928400302286,40.77711392636304,476.5,167.16400000000007,69.61,1.1296
C1=CC(=CC(=C1)[N+](=O)[O-])CO,635.4399999999999,412.02,863.4600290799488,46.27701420704337,420.5,153.13700000000006,67.384,1.0871
C1=CC(=CC=C1CO)[N+](=O)[O-],635.4399999999999,412.02,863.4600290799488,46.27701420704337,420.5,153.13700000000006,67.384,1.0871
C1=CC=C(C(=C1)[N+](=O)[O-])SCl,626.5899999999999,404.25,907.0744175525898,45.28583513420004,448.5,189.623,59.681,2.840700000000001
C1=CC(=CC=C1[N+](=O)[O-])SCl,626.5899999999999,404.25,907.0744175525898,45.28583513420004,448.5,189.623,59.681,2.840700000000001
C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,661.06,563.23,944.2153767472342,54.70746822590247,431.5,163.13600000000002,64.849,1.4710999999999996
C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],688.77,511.8,946.342255351628,46.08870508713301,425.5,167.12,67.869,1.293
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,688.77,511.8,946.342255351628,46.08870508713301,425.5,167.12000000000003,67.869,1.293
C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)NN,719.8299999999999,537.05,979.0423354782008,48.97061322470999,471.5,181.15100000000007,74.528,0.1982999999999999
C1=CC(=CC=C1C(=O)NN)[N+](=O)[O-],719.8299999999999,537.05,979.0423354782008,48.97061322470999,471.5,181.15100000000004,74.528,0.1983000000000001
C1=CC(=CC(=C1)[N+](=O)[O-])C#N,645.3399999999999,416.19,909.7580851835194,39.705086499516185,427.5,148.12100000000004,61.18300000000001,1.46648
C1=CC(=CC=C1C#N)[N+](=O)[O-],645.3399999999999,416.19,909.7580851835194,39.705086499516185,427.5,148.12100000000004,61.18300000000001,1.46648
C1=CC=C(C(=C1)C(=O)Cl)[N+](=O)[O-],634.56,431.05,895.4730518155117,42.38552517361111,456.5,185.56600000000003,61.836,1.9738
C1=CC(=CC=C1C(=O)Cl)[N+](=O)[O-],634.56,431.05,895.4730518155117,42.38552517361111,456.5,185.56600000000003,61.836,1.9738
C1=CC=C(C=C1)C2=CC(=CC=C2)[N+](=O)[O-],684.3399999999999,433.97,959.7257916692984,34.15859356773187,573.5,199.2090000000001,64.111,3.261800000000002
CC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)[N+](=O)[O-],831.94,510.14,1101.5386851213127,23.292735647948,827.5,310.1799999999997,79.44500000000001,4.790500000000004
CCC(CO)[N+](=O)[O-],534.7,324.27,733.5175069996599,45.04301608035674,354.5,119.11999999999996,57.38,0.0339999999999999
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,791.5799999999999,541.08,1065.7165770666645,29.795389103945386,689.5,284.09799999999984,76.61500000000001,4.693900000000001
C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],720.05,499.5,990.622428687842,33.645383045956905,603.5,211.22000000000008,67.539,3.166000000000002
C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-],787.8700000000001,567.72,1068.205606564312,35.054251712663095,610.5,225.20300000000003,71.786,2.8062000000000014
CC(=O)OC(C1=CC=C(O1)[N+](=O)[O-])OC(=O)C,728.54,472.73,961.565861183567,30.65946046707848,602.5,243.17100000000005,73.629,1.3125999999999998
C1=COC(=C1)[N+](=O)[O-],493.16,334.20000000000005,742.0087957743114,56.61741517720403,276.5,113.07199999999996,47.411,1.1878
C1=C(OC(=C1)[N+](=O)[O-])C(=O)O,666.53,518.59,920.8221946262764,54.7884863091791,356.5,157.08100000000002,67.46300000000001,0.8859999999999999
C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,661.06,563.23,944.2153767472342,54.70746822590247,431.5,163.13600000000005,64.849,1.4710999999999996
C1=CC2=C(C=C1[N+](=O)[O-])C(=O)NC2=O,766.72,638.64,1056.227820758668,49.944436814044366,466.5,192.13,69.067,0.4784000000000001
CN[N+](=O)[O-],424.49,297.29999999999995,642.5599245899944,60.18581769354704,208.5,76.05499999999998,40.847,-0.6024999999999998
C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],630.8799999999999,417.71,898.402788853699,38.81949903436497,491.5,173.17100000000002,59.023,2.748000000000001
C1=CC=C2C(=C1)C=CC(=C2[N+](=O)[O-])O,711.5,529.4300000000001,985.872591257958,47.17123535804852,457.5,189.17,72.037,2.453600000000001
C1=CC2=CC(=C3C=CC=NC3=C2N=C1)[N+](=O)[O-],808.0,628.5500000000001,1105.3112063891804,40.82924190305096,623.5,225.20700000000005,78.197,2.691200000000001
C1=CC(=CC(=C1)O)[N+](=O)[O-],596.02,439.13,861.4067725603571,58.98995047203758,311.5,139.11000000000004,60.831,1.3004000000000002
C1=CC(=CC=C1[N+](=O)[O-])O,596.02,439.13,861.4067725603571,58.98995047203758,311.5,139.11000000000004,60.831,1.3003999999999998
CC(=O)NC1=CC=CC=C1[N+](=O)[O-],670.18,465.06,918.9251173107638,39.95646343743855,498.5,180.16300000000004,66.113,1.5531999999999997
CC(=O)NC1=CC(=CC=C1)[N+](=O)[O-],670.18,465.06,918.9251173107638,39.95646343743855,498.5,180.16300000000004,66.113,1.5532
CC(=O)NC1=CC=C(C=C1)[N+](=O)[O-],670.18,465.06,918.9251173107638,39.95646343743855,498.5,180.16300000000004,66.113,1.5531999999999997
CC(=O)OC1=CC=CC=C1[N+](=O)[O-],624.3599999999999,404.8,870.2424782726156,36.59774213889648,483.5,181.14700000000005,60.338,1.5200999999999998
CC(=O)OC1=CC=C(C=C1)[N+](=O)[O-],624.3599999999999,404.8,870.2424782726156,36.59774213889648,483.5,181.14700000000005,60.338,1.5200999999999998
C1=CC=C(C=C1)NC2=CC=CC=C2[N+](=O)[O-],734.51,486.63,1004.5384964751162,34.6836366764197,608.5,214.22400000000007,70.547,3.338400000000001
C1=CC=C(C=C1)NC2=CC=C(C=C2)[N+](=O)[O-],734.51,486.63,1004.5384964751162,34.6836366764197,608.5,214.22400000000007,70.547,3.338400000000002
CC(=O)C1=CC=CC=C1[N+](=O)[O-],620.01,412.4,872.042291231098,39.30778982124782,463.5,165.14800000000005,59.67700000000001,1.7974
CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],620.01,412.4,872.042291231098,39.30778982124782,463.5,165.14800000000005,59.67700000000001,1.7973999999999997
C1=CC=C(C=C1)C(=O)C[N+](=O)[O-],615.03,399.88,866.0702601628421,40.0576830636116,463.5,165.14800000000005,59.015,1.146
C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)[N+](=O)[O-],761.0899999999999,495.17,1033.9584061501755,32.878124736975,635.5,227.21900000000005,73.083,2.825800000000001
C1=CC=C(C=C1)C(=O)C=CC2=CC=C(C=C2)[N+](=O)[O-],811.01,512.63,1081.2207260764933,28.173331349930805,727.5,253.2570000000001,77.493,3.4909000000000026
C1=CC=C(C(=C1)CCC(=O)O)[N+](=O)[O-],734.53,534.34,980.7516162714,36.07210814418023,537.5,195.1740000000001,72.321,1.612
C1=CC(=CC=C1CCC(=O)O)[N+](=O)[O-],734.53,534.34,980.7516162714,36.07210814418023,537.5,195.1740000000001,72.321,1.612
C1=CC(=CC=C1C=CC=O)[N+](=O)[O-],641.8399999999999,410.66,893.4316349409162,37.73038171072569,510.5,177.15900000000002,61.835,1.8069
C1=CC=C(C=C1)SC2=CC=C(C=C2)[N+](=O)[O-],753.1199999999999,468.37,1045.1548616499983,34.8476252737281,627.5,231.27600000000004,70.928,3.746000000000002
C1=CC(=CC=C1NC(=O)N)[N+](=O)[O-],719.8299999999999,537.05,979.0423354782008,48.97061322470999,471.5,181.15100000000004,74.528,1.0854
C(C[N+](=O)[O-])C(=O)O,565.5899999999999,427.78,793.0462634577674,50.657919732526175,309.5,119.07599999999996,56.027,-0.2622
CCCOC1=C(C=C(C=C1)[N+](=O)[O-])N,688.9499999999999,491.75,931.8252592366408,33.45106994919786,560.5,196.2060000000001,68.86999999999999,1.9658
CCCOC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)C,766.22,533.6200000000001,997.7274362349076,27.64260543718992,684.5,238.2430000000001,75.863,2.3420000000000005
C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],808.3800000000001,582.0500000000001,1082.6988057767082,30.625535755466124,701.5,247.25300000000004,76.347,4.492200000000002
C1=CC(=NC=C1[N+](=O)[O-])N,623.73,483.46,900.9033602512392,58.09414039262343,367.5,139.11400000000003,63.104,0.5719999999999998
C1=CN=CC=C1[N+](=O)[O-],546.22,387.68,815.2975262059227,54.545970252809646,338.5,124.09899999999996,51.801,0.9898
C1=C(C=NC(=N1)N)[N+](=O)[O-],654.55,543.73,945.130315500686,67.74035123372116,360.5,140.10200000000006,67.088,-0.0330000000000001
C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-],763.0699999999999,700.55,1063.76558630851,66.09822195782934,369.5,173.084,67.775,-2.0023
C1=CC2=C(C=CC=N2)C(=C1)[N+](=O)[O-],661.7,477.98,942.0195843551064,43.974136172069024,484.5,174.15900000000002,63.007000000000005,2.143
C1=CC2=C(C=CC(=C2)[N+](=O)[O-])N=C1,661.7,477.98,942.0195843551064,43.974136172069024,484.5,174.15900000000005,63.007000000000005,2.143
C1=CC2=C(C(=C1)[N+](=O)[O-])N=CC=C2,661.7,477.98,942.0195843551064,43.974136172069024,484.5,174.15900000000002,63.007000000000005,2.143
C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-],742.3199999999999,589.7,1028.314043717809,54.1453401708069,450.5,190.15800000000004,76.021,1.8486
CC(=O)NC1=NC=C(S1)[N+](=O)[O-],699.64,589.0,970.7699912412304,54.06574394463669,447.5,187.18000000000004,70.993,1.0096999999999998
CSC1=CC=C(C=C1)[N+](=O)[O-],612.04,385.6,882.761514096095,41.89315151705575,455.5,169.20500000000004,57.522000000000006,2.316700000000001
C(=O)(N)N[N+](=O)[O-],550.89,430.49,791.0571157482314,73.17638949157775,243.5,105.05299999999995,58.23400000000001,-1.1536
CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C,941.36,718.45,1190.4066998642468,24.751862577658965,921.5,331.46699999999964,95.163,1.3224999999999996
C1=CC=C(C=C1)C(=C2C3C=C(C2C4C3C(=O)NC4=O)C(C5=CC=CC=C5)(C6=CC=CC=N6)O)C7=CC=CC=N7,1472.38,1070.88,1802.9678375385877,17.117750782324002,1440.5,511.5809999999999,142.634,4.289400000000003
C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,837.71,639.82,1130.2363625631383,31.991564464282053,729.5,270.71899999999977,77.98,3.129500000000001
CN(C)C(=O)NC1CC2CC1C3C2CCC3,628.6699999999998,413.15,838.4759287907774,23.95870094965103,683.5,222.33200000000016,59.05,2.0823
C1CC2CC(CC1N2)OC(=O)C(CO)C3=CC=CC=C3,808.22,514.28,1030.4062530470303,24.60474930713025,796.5,275.3479999999996,83.80299999999998,1.5886999999999996
C1CNC2CC3=C4C15C2C=CC(C5OC4=C(C=C3)O)O,872.3100000000002,717.86,1116.5763945758335,37.73038171072569,677.5,271.31599999999963,94.255,0.8558999999999997
CCCC(C(=O)O)N,531.5999999999999,374.97,738.1184485999846,41.94743483046524,362.5,117.14799999999994,54.141000000000005,0.1983999999999999
CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O,1616.8100000000002,1202.11,2106.2881836465585,13.051722409702965,1545.5,612.6320000000018,181.558,3.627120000000002
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)F)(C3=CN=CN=C3)O)Cl,911.61,622.48,1174.3854502298495,29.029800832342453,836.5,314.74699999999973,92.959,3.5533000000000023
CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,909.33,536.9300000000001,1134.284401858728,22.63260670595083,885.5,299.4139999999995,97.405,3.4250000000000025
CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,1153.35,859.1799999999998,1415.804192494081,22.12450076064034,1004.5,403.81799999999976,121.15699999999998,2.5727
CC1CC2=C(C(=C(C=C2)C(=O)NC(CC3=CC=CC=C3)C(=O)O)O)C(=O)O1,1110.9399999999998,816.7399999999999,1366.8071785883292,23.247833999306284,955.5,369.37299999999976,116.11,1.9193
CCN(CC)C(C)CC(=O)NC1=CC=CC=C1,662.64,394.02,866.0879702741419,21.6534533685303,764.5,234.34300000000016,63.871,2.7455000000000007
CCCCCCCCCCCCCCCCCC(=O)N,737.8399999999999,425.81,915.3745507613052,12.521480599969246,1078.5,283.49999999999955,73.04899999999999,5.7332000000000045
CCCCCCCCC=CCCCCCCCC(=O)N,742.0,420.73,923.5520918728712,12.99532324307128,1058.5,281.4839999999996,73.007,5.509200000000005
CCCCCCCCC=CCCCCCCCC#N,717.6800000000001,352.53,896.741650827059,11.736316423296538,1049.5,263.46900000000005,66.098,6.547480000000006
CCCCCCCCC=CCCCCCCCCN,688.13,370.8,861.6324341622754,12.42456888920254,1052.5,267.501,66.261,5.982600000000005
C1CCCNCCC1,441.07,278.26,671.128991518641,40.210235193686685,382.5,113.20399999999992,39.016000000000005,1.5401
C(CCCC#N)CCC#N,586.8,309.9,788.7518289955925,24.123729644396924,535.5,136.19800000000006,54.358,2.3741600000000007
C(CC(C(=O)O)N)CN,604.13,458.23,819.2133512371583,45.224946623256734,391.5,132.163,64.782,-0.8627999999999987
C1=C(NC(=O)NC1=O)C(=O)O,720.6099999999999,678.11,989.9268986358594,66.09822195782934,347.5,156.097,67.58999999999999,-1.2386
C(=O)(C(=O)NN)NN,598.5,484.0,822.7199481641071,76.40960438163235,287.5,118.096,67.692,-3.0338000000000003
C(=O)(C(=O)O)N,517.27,406.09,738.4749819917579,69.32884821904587,206.5,89.05,54.597,-1.4436999999999998
C(=O)(C(=O)N)N,498.16,378.68,723.319281633719,73.05135510263713,217.5,88.06599999999999,54.81999999999999,-2.043
CC(C)NCC1CCC2=CC(=C(C=C2N1)[N+](=O)[O-])CO,914.85,673.06,1145.2083791674347,25.741079235932688,827.5,279.3399999999996,97.181,1.8117999999999996
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,925.2199999999998,696.4,1190.2621473840989,34.23859024658975,747.5,286.7179999999998,94.35,2.447900000000001
C1=CC=C(C=C1)C(=O)CC#N,588.15,332.53000000000003,823.7882308331519,34.0788769237952,463.5,145.16100000000003,55.128,1.78298
C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O,746.4200000000001,603.69,989.2829360727892,39.20939739469237,554.5,203.1970000000001,74.862,1.3640999999999996
C1=CC=C(C=C1)NC(=O)CCC(=O)O,704.6299999999999,492.07,929.7696110259488,35.346630264350374,552.5,193.20200000000008,70.476,1.4898999999999998
CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,917.8,615.6399999999999,1140.9799018342064,15.747039556563363,1106.5,357.49399999999946,94.256,3.3429000000000024
CCOC1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],844.77,583.9100000000001,1080.3385017157634,20.090967884386924,869.5,361.70299999999975,78.233,5.458000000000003
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,811.03,653.1899999999999,1059.7229947359194,24.02921953094964,792.5,260.3810000000001,81.678,2.850740000000001
C(NC(=O)NCO)O,606.81,400.46,780.9592203921206,65.77696740553932,317.5,120.10799999999996,75.248,-1.8148
CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O,1588.36,1224.5,2138.590711590895,32.690411019806795,1099.5,460.4389999999997,192.095,-1.4001999999999977
COC1=C(C=C(C=C1)C(=O)C2=NC=CC3=CC(=C(C=C32)OC)OC)OC,951.69,673.69,1194.0335734854464,18.74027848053822,988.5,353.37399999999974,92.212,3.500200000000003
COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,897.8199999999999,623.76,1134.6108293196116,17.758428194417142,982.5,339.3909999999996,85.466,3.860000000000003
CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],897.05,637.6500000000001,1141.1744124131687,21.633315305570573,848.5,281.3119999999996,88.68599999999999,3.720340000000003
CC(C)(C(C(=O)O)N)SSCC(C(=O)O)N,952.17,708.8599999999999,1206.0690516426616,37.869822485207095,674.5,268.3599999999998,100.57399999999998,-0.0297999999999982
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)N,648.1400000000001,479.26,907.1616474886343,36.02881728922061,537.5,265.3539999999999,67.102,4.535799999999999
C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],727.45,539.61,1001.2993698606758,34.15859356773188,590.5,295.336,73.05199999999999,4.8618
C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O,1284.7900000000002,1147.95,1608.1911037575355,22.18707296817996,993.5,393.3489999999997,138.70700000000002,-2.684599999999993
CCC(C)(C)OC(=O)N,464.4,285.39,663.7078881525299,34.0788769237952,415.5,131.17499999999998,45.702,1.2703
C1=CC2=C3C(=C1)NC=NC3=CC=C2,619.72,497.4,889.3630602252149,44.26719858132481,495.5,168.19900000000007,58.80199999999999,2.9251000000000005
C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)N,667.05,447.66,927.8761280570044,34.03912320664878,584.5,193.24900000000008,64.279,3.5752000000000024
C1=CC2=C(C=CC3=C2C=CC=N3)N=C1,651.1800000000001,472.4200000000001,931.1045011591692,40.98622698828286,541.5,180.2100000000001,60.944,2.7830000000000013
C1=CC=C2C(=C1)N=C3C=CC=CC3=N2,651.1800000000001,472.4200000000001,931.1045011591692,40.98622698828286,541.5,180.2100000000001,60.944,2.7830000000000004
C1=CC=C2C(=C1)N=C3C=C(C(=CC3=N2)N)N,806.2,663.98,1093.3917690791302,45.777400978903934,599.5,210.2400000000001,83.55,1.9474
C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)O,731.8,584.1400000000001,1017.6786693925102,50.085922399877006,507.5,196.2090000000001,73.958,2.4886000000000013
CCN(CC)CCSC(=O)N(C1=CC=CC=C1)C2=CC=CC=C2,835.21,506.00000000000006,1066.9480282577904,18.8380111882716,979.5,328.4809999999996,80.089,5.019700000000005
CC1=CC(=CC=C1)NC(=O)OC2=CC=CC(=C2)NC(=O)OC,845.78,537.94,1076.4331968953595,22.981130653243238,837.5,300.31399999999974,84.77199999999999,3.784220000000001
CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,821.19,697.42,1111.1023764904762,37.45380073679116,625.5,232.2390000000001,70.11699999999999,0.7003999999999997
C1=CC=C2C(=C1)NC3=CC=CC=C3O2,620.12,460.18000000000006,881.723174753973,39.85562697683911,515.5,183.2100000000001,59.5,3.5359000000000016
C1=CC=C(C=C1)OC2=CC=C(C=C2)N,627.45,395.85,882.0228105479387,35.30463842931076,538.5,185.22600000000008,60.571,3.0611000000000006
CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,736.6500000000001,415.08,959.5549009535227,18.38835619864132,906.5,303.83299999999963,68.664,4.194900000000003
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,866.3,695.89,1134.0396809163428,31.00183034806376,769.5,281.3589999999996,88.19500000000001,2.8404200000000013
C1=CC=C(C=C1)CC(=O)NCC(=O)O,704.6299999999999,492.07,929.7696110259488,35.346630264350374,552.5,193.20200000000008,70.476,0.4299000000000001
C1=CC=C(C=C1)CC(=O)NC(=O)N,662.6400000000001,453.39,896.3752157609667,41.35606538393939,507.5,178.1910000000001,68.473,0.4240000000000001
C1=CC=C(C=C1)CC(C(=O)N)N,630.69,419.06,871.6025480219574,40.77711392636304,489.5,164.20800000000008,65.544,0.0417
CCOC(=O)C(CC1=CC=CC=C1)N,608.27,350.74,827.8891121019594,28.50522315456472,592.5,193.24600000000007,60.01599999999999,1.1195
C1=CC=C(C=C1)NC2=CC=CC=C2C(=O)O,751.06,514.89,1000.5403152164256,33.92027852619103,606.5,213.23600000000008,73.346,3.1284
C1=CC=C(C=C1)OC(=O)C2=C(C=C(C=C2)N)O,766.75,538.94,1025.780832262713,38.674785277592136,568.5,229.23500000000007,80.808,2.1936
C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2,654.44,391.7000000000001,903.7392952139865,33.489797668038406,588.5,197.23700000000008,62.266000000000005,2.9389000000000003
C1=CC=C(C=C1)C(C#N)C2=CC=CC=C2,674.9200000000001,350.37,933.2005809924416,27.211706258338683,623.5,193.24900000000008,61.400000000000006,3.342080000000002
C1=CC=C(C=C1)C2=NC3=CC=CC=C3N2,673.1800000000001,513.6600000000001,950.945128680528,38.62672714582092,577.5,194.23700000000008,63.89,3.229900000000001
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C3=CC=CC=C3,749.6800000000001,426.89,1001.9584754449604,21.693813943872463,849.5,273.3789999999996,68.985,4.893400000000004
CCCC(=O)NC1=CC=CC=C1,559.1199999999999,331.47,774.3342808790686,31.883271516983736,528.5,163.2200000000001,53.312,2.4252
C1=CC=C(C=C1)N(CCO)CCO,651.8799999999999,382.99,833.5805550724785,36.07210814418021,543.5,181.23500000000013,75.53099999999999,0.4775999999999996
C1=CC=C(C=C1)NCC(=O)O,605.0,419.6,832.2029129137753,41.46265313712653,434.5,151.16500000000008,59.27799999999999,1.1830999999999996
C1=CC=C(C=C1)NNC(=O)N,613.1800000000001,433.58,847.8337169634109,50.085922399877006,424.5,151.1690000000001,63.711,0.6817999999999997
C1=CC=C(C=C1)NC(=O)NN,613.1800000000001,433.58,847.8337169634109,50.085922399877006,424.5,151.16900000000007,63.711,0.6817999999999997
C1=CC=C(C=C1)NO,505.91,297.28,710.4586561047703,54.22511230020757,317.5,109.12799999999996,54.341,1.4876999999999996
C1=CC=C(C=C1)C2C(=O)NC(=O)N2,680.22,575.01,962.8714956390156,47.496890141118,460.5,176.17500000000007,60.17099999999999,0.5671
C1=CC=C(C=C1)C2=CC3=CC=CC=C3N2,642.36,453.39,907.662277060646,34.359113205031825,584.5,193.24900000000008,59.906000000000006,3.834900000000002
C1C(=NOC1=O)C2=CC=CC=C2,559.6699999999998,366.94,803.1051889144704,41.03875659133729,450.5,161.16000000000005,52.697,1.3376
C1=CC=C(C=C1)COC(=O)NC(CC(=O)O)C(=O)O,899.81,652.6099999999999,1127.6063090162602,29.69804512617957,702.5,267.23699999999974,92.365,0.8407
C1=CC=C(C=C1)CNC2=NC=NC3=C2NC=N3,807.8699999999999,698.13,1094.9043854385457,44.56320042210264,654.5,225.2550000000001,80.52,1.965
C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,693.1700000000001,420.8,951.6866458347376,29.25002069438964,672.5,219.2870000000001,64.5,4.583400000000002
C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,998.81,896.5600000000002,1311.0908670860156,55.0326233391154,696.5,253.2690000000001,107.909,0.8333999999999999
C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,847.19,612.8000000000001,1116.8806010881883,31.314890324293867,710.5,249.2690000000001,82.1,3.6000000000000023
C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,775.0,650.21,1075.519197178071,56.27813555039175,528.5,187.2060000000001,81.416,0.7029999999999998
C1=CC=C(C=C1)NC2=NC=NC(=N2)N,747.6600000000001,607.0899999999999,1038.3834383966382,53.907077136714825,534.5,187.20600000000007,76.549,1.1973999999999991
C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,844.4200000000001,692.95,1147.8739876273971,36.68646390547219,686.5,252.27300000000008,74.652,1.7696
CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,779.5699999999999,532.6800000000001,987.901304253516,26.763092304031943,752.5,248.32600000000016,82.379,1.9056
C1CNCCC1C(=O)N,531.3799999999999,402.98,769.2449672019903,47.958502466985344,376.5,128.17499999999993,53.524,-0.5286999999999995
C1CCNC(C1)C(=O)O,550.49,430.39,783.6970847689928,45.96380350474002,365.5,129.15899999999996,53.301,0.2131
C1CNCCC1C(=O)O,550.49,430.39,783.6970847689928,45.96380350474002,365.5,129.1589999999999,53.301,0.0705999999999999
C1CCNC(C1)CO,497.16,330.61,698.615819980716,46.15134688090736,360.5,115.17599999999992,52.816,0.1207999999999999
C1CC(CNC1)CO,497.16,330.61,698.615819980716,46.15134688090736,360.5,115.17599999999992,52.816,-0.0217000000000001
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,683.3999999999999,528.0600000000001,901.18006721031,25.379261336598795,703.5,238.29100000000017,68.255,1.2198399999999998
C1=CC2=CC3=CC=C(N3)C=C4C=CC(=N4)C=C5C=CC(=N5)C=C1N2,987.78,856.0400000000001,1290.518367748376,31.919307989402792,891.5,310.35999999999973,97.216,4.655600000000002
CCCNC(C)C(=O)NC1=CC=CC=C1C,682.47,415.46,892.1124110003591,23.725867530414774,725.5,220.31600000000017,66.7,2.32162
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,717.71,493.53,928.1225343653692,24.53168401915336,743.5,235.33100000000016,73.336,1.3403999999999998
CCCN(CCC)C1=C(C=C(C(=C1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],926.87,719.91,1158.8741909889231,20.07296925784612,909.5,350.2969999999997,91.57499999999996,3.730400000000003
CCCN(CC1CC1)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],878.98,653.3399999999999,1111.6595900988916,19.929846938775512,893.5,347.2929999999997,82.41099999999999,4.148200000000004
CC1=CC(=CC(=C1)OC(=O)NC)C(C)C,618.75,356.45,828.5427493711813,23.95870094965103,654.5,207.2730000000001,59.361,2.836620000000001
CC(C)NC1=NC(=NC(=N1)OC)NC(C)C,748.02,566.09,982.193298482598,29.25002069438964,710.5,225.29600000000016,74.59,1.5208
CC(C)NC1=NC(=NC(=N1)SC)NC(C)C,794.3799999999999,578.26,1046.26350193316,30.35615357178092,746.5,241.36400000000015,78.997,2.2341
