,SMILES,BoilingPoint,MeltingPoint,CriticalTemp,CriticalPress,CriticalVolume,EnthalpyForm,GibbsEnergy,HeatCapacity,EnthalpyVap,EnthalpyFus,LiquidVisco,CrystalSolub_1,CrystalSolub_2,AmorphSolub_1,AmorphSolub_2,Molecular Weight,Log P,Molecular Refractivity,TPSA,LabuteASA,FractionCSP3,HallKierAlpha,HeavyAtomMolWt,Ipc,BertzCT,BalabanJ,Kappa1,Kappa2,Kappa3,Num_of_Atoms,Num_Hetero_Atoms,Num_H_Donors,Num_H_Acceptors,Num_Rot_Bonds,Num_Valence_Electrons,Heavy_Atom_Count,NHOHCount,NOCount,RingCount,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumAliphaticCarbocycles,NumAliphaticHeterocycles,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,EState_VSA10,EState_VSA11,PEOE_VSA1,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SMR_VSA10,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,VSA_EState1,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,VSA_EState10,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_ArN,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_COO,fr_COO2,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_HOCCN,fr_imidazole,fr_imide,fr_Imine,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_NH0,fr_NH1,fr_NH2,fr_Nhpyrrole,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_SH,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Nc1ccc(Cl)cc1N,556.01,405.28,805.6464484,49.87391873,370.5,138.26,213.76,143.4516906,58.217,19.15,NA,2389.934636,1197.804729,10749.0004,5387.261775,142.589,1.5044,40.2768,52.04,68.48147077,0,-0.89,135.533,2349.67607,383.0734573,3.689448754,1.79568902,2.150423034,1.265969127,16,3,2,2,2,48,9,4,2,1,1,0,0,1,0,0,0,0,0,12.61880215,11.27239166,5.02832061,7.28546882,5.425050214,2.514160305,1.386195832,1.764160305,0.743097916,0.932080153,0.367677814,0.504426645,29.50202867,16.46206727,0,0,0,0,0,0,21.36058387,0,0,11.43943395,0,0,0,0,11.60093989,18.12725612,5.022633314,15.48704822,0,5.647368313,0,0,0,9.759643982,0,0,0,0,11.43943395,23.14988944,0,0,22.97571244,11.43943395,0,0,0,4.112275669,18.12725612,10.67000163,0,0,11.37477255,0,11.60093989,50.4880713,0,-0.379537037,-0.98845679,0,-1.588487654,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Nc1cc(Cl)nc(N)n1,617.65,525.82,894.4084535,66.966498,356.5,245.12,351.02,136.3753112,66.185,24.246,NA,2448.855506,1227.335117,27036.91434,13550.5563,144.565,0.2944,35.8668,77.82,64.11082573,0,-1.03,139.525,1006.552534,344.7486781,3.281119397,2.301674602,2.064278005,1.43064638,14,5,2,4,2,48,9,4,4,1,1,0,0,0,1,0,0,0,0,10.87831518,9.166818855,4.922747801,6.43042811,4.319477405,2.408587496,1.263023538,1.621036626,0.619011769,0.798018313,0.355677219,0.515785539,5.948339281,28.45282525,0,0,0,0,0,9.967957042,18.61906676,0,0,11.43943395,0,4.983978521,4.983978521,0,11.60093989,0,6.042418708,1.370758556,10.97097259,5.647368313,5.948339281,0,0,7.018126869,0,9.967957042,0,0,11.43943395,11.19552852,0,0,23.36714195,11.43943395,9.967957042,0,0,1.370758556,6.042418708,10.80047813,0,0,11.76620206,0,11.60093989,34.72700617,6.890617284,-0.306481481,0.153981481,-0.782407407,-0.386790123,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,COc1cc(Cl)ccc1N,528.78,355.52,761.0581849,39.75517175,415.5,-68.39,50.73,160.041863,52.212,17.731,NA,3112.11913,1559.754377,8209.451383,4114.472228,157.6,1.9308,42.4164,35.25,75.90892465,0.142857143,-0.89,149.536,4735.150977,473.7388847,3.563506805,2.046727696,2.795579,1.333208254,18,3,1,2,3,54,10,2,2,1,1,0,0,1,0,0,0,0,0,14.24855867,12.73342636,5.489355305,8.05923663,6.215264516,2.698801798,1.468775252,1.846739725,0.831062209,1.020044445,0.434819023,0.567885979,41.62474,5.719716976,0,0,0,0,0,4.736862954,22.64917538,0,0,10.45657993,0,0,0,0,11.60093989,12.08483742,11.06505202,20.94989007,5.749511833,2.823684157,0,0,0,15.78509845,0,0,0,0,12.75766943,23.14988944,0,5.749511833,17.28832616,10.45657993,7.037952459,0,0,8.224551337,18.12725612,7.84631747,0,0,5.687386275,5.749511833,11.60093989,61.91589853,0,-0.467731481,-0.707368827,-0.688888889,-1.867962805,0,0,-2.916792958,-2.916792958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Nc1ccc(Cl)cc1[N+]([O-])=O,635.32,465.63,902.9895931,46.84891833,423.5,73.71,182.86,150.7395102,64.167,25.314,NA,340.2262479,170.517052,3577.184825,1792.839366,172.571,1.8304,42.5188,69.16,74.86850153,0,-1.29,167.531,2349.67607,466.9674964,3.759453089,3.404318575,2.754558509,1.588952173,16,5,1,3,2,58,11,2,4,1,1,0,0,1,0,0,0,0,0,12.61880215,10.08888824,5.844817191,7.28546882,4.895771395,2.879308677,1.643305617,2.02127009,0.925672102,1.114654338,0.499789736,0.636538567,39.44797303,5.719716976,0,0,0,0,0,0,18.53689972,10.11431827,0,5.719716976,10.11431827,0,0,0,11.60093989,12.08483742,11.06505202,9.035586717,5.687386275,2.823684157,0,5.687386275,0,11.85927087,0,0,0,0,5.719716976,33.26420771,0,0,22.97571244,5.719716976,4.923311049,0,10.11431827,4.112275669,18.12725612,7.84631747,0,0,11.37477255,0,11.60093989,35.83113001,9.64893361,10.11226694,-1.840030864,0,-2.109598765,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,Nc1ccc(Cl)cc1,478.5,309.5,716.7695739,47.04191058,341.5,95.94,156.94,120.215008,46.914,14.342,NA,7414.163734,3715.884212,9119.099391,4570.376197,127.574,1.9222,35.8644,26.02,61.62049631,0,-0.69,121.526,971.5503878,350.0698581,3.596975832,1.642933498,2.052669548,1.138019489,14,2,1,1,1,42,8,2,1,1,1,0,0,1,0,0,0,0,0,11.04145188,9.825178069,4.581107015,6.374785218,4.807016225,2.290553507,1.162589034,1.540553507,0.581294517,0.770276754,0.290647259,0.385138377,29.85706111,10.74235029,0,0,0,0,0,0,19.90765827,0,0,5.719716976,0,0,0,0,11.60093989,24.16967483,10.71001959,5.483034225,0,2.823684157,0,0,0,8.306718381,0,0,0,0,5.719716976,29.19230814,0,0,17.28832616,5.719716976,0,0,0,5.483034225,24.16967483,7.84631747,0,0,5.687386275,0,11.60093989,43.12239229,0,-0.30037037,-0.37382716,0,-1.845987654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,NC(=O)c1ccc(Cl)cc1,555.25,370.7,798.3541353,44.98261647,403.5,-37.28,36.44,143.5363911,55.886,18.531,NA,6723.028199,3369.495904,21846.35124,10949.11234,155.584,1.4389,39.9699,43.09,72.14696052,0,-1.02,149.536,2500.65541,433.6756524,3.580002606,2.54834658,2.708944457,1.481523026,16,3,1,1,1,52,10,2,2,1,1,0,0,1,0,0,0,0,0,12.61880215,10.73342636,5.489355305,7.28546882,5.26114037,2.744677652,1.494134801,1.872099274,0.80835659,0.997338826,0.404178295,0.498669413,40.66293937,5.719716976,0,0,0,0,0,0,19.90765827,4.794537184,0,5.719716976,4.794537184,0,0,0,11.60093989,24.16967483,10.58608481,5.483034225,0,2.823684157,5.907179729,0,0,13.10125557,0,0,5.719716976,0,0,34.75575964,0,0,17.50811962,5.719716976,5.907179729,0,0,15.8410229,24.16967483,7.84631747,0,0,0,0,11.60093989,42.97235072,11.30303099,-0.395313681,-0.942157974,-1.241975309,-2.428950617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,ONC(=O)c1ccc(Cl)cc1,625.07,400.92,839.6453601,48.02499605,428.5,-189.83,-77.44,152.6044801,68.36,22.431,NA,3529.996354,1769.189108,19842.40242,9944.758779,171.583,1.459,40.7047,49.33,77.13381789,0,-1.06,165.535,4440.096377,452.917103,3.495304952,3.126689735,3.365967908,1.929102326,17,4,2,2,2,58,11,2,3,1,1,0,0,1,0,0,0,0,0,13.32590893,11.14167465,5.897603595,7.823473623,5.404749251,2.927251838,1.585421894,1.963386367,0.891267936,1.080250172,0.449821841,0.54431296,40.66293937,5.473121347,0,0,0,0,0,5.209533821,19.92701585,4.794537184,0,0,10.00407101,5.473121347,0,0,11.60093989,24.16967483,10.58608481,5.483034225,0,1.411842078,1.431199657,5.907179729,0,18.33014697,0,5.473121347,0,0,0,34.75575964,0,0,17.50811962,5.473121347,11.11671355,0,0,15.8410229,24.16967483,7.865675049,0,0,0,0,11.60093989,42.90040043,11.47678099,3.147912651,-0.940074641,-1.283641975,-2.546856891,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Nc1ccc(cc1)C#N,566.03,355.84,812.9596596,42.05631846,374.5,255.92,310.47,129.9126198,55.233,14.241,NA,14289.37687,7161.653262,31233.84814,15654.00594,118.139,1.14048,35.5694,49.81,62.07475188,0,-1.49,112.091,1638.011745,420.7692363,3.685538298,1.743778088,2.185360819,1.198750055,15,2,1,2,1,44,9,2,2,1,1,0,0,1,0,0,0,0,0,11.74855867,10.39442719,4.394427191,6.91279002,5.091640786,2.197213595,1.335410197,1.335410197,0.723606798,0.723606798,0.361803399,0.361803399,29.85706111,11.28316847,0,0,0,6.069221313,0,0,13.56860994,0,0,5.719716976,0,0,5.261891555,0,0,24.16967483,5.687386275,17.11570703,0,2.823684157,0,0,0,8.306718381,5.261891555,0,0,0,5.719716976,29.73312632,0,6.069221313,5.687386275,5.719716976,0,0,11.33111287,11.04648572,24.16967483,2.823684157,0,0,5.687386275,0,0,43.35162415,0,8.613623394,-0.845706727,0,-0.619540816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,CN(C)c1ccc(cc1)C(O)=O,595.13,423.2,816.7495736,35.47305626,473.5,-286.77,-105.45,185.4175069,57.773,25.882,NA,2073.428249,1039.175768,18249.90592,9146.619862,165.192,1.4508,47.7283,40.54,86.78316475,0.222222222,-1.51,154.104,39864.79525,592.8501628,3.837386452,2.045667672,3.257953054,1.751580148,23,3,1,3,4,64,12,1,3,1,1,0,0,1,0,0,0,0,0,18.32590893,16.76371018,5.763710176,10.24612335,8.237316974,2.829068684,1.846474473,1.846474473,1.039534342,1.039534342,0.519767171,0.519767171,55.34147169,4.899909731,0,0,0,0,0,5.108808191,15.13878522,4.794537184,0,10.00871792,0,4.794537184,0,0,0,24.16967483,27.86359141,11.04648572,0,0,0,1.431199657,5.969305288,23.61093094,1.431199657,0,0,0,18.85156353,29.73312632,0,0,11.65669156,4.899909731,25.02976728,0,0,24.06557424,24.16967483,0,1.431199657,0,5.687386275,0,0,80.90755622,11.18442248,3.611387708,-1.892301587,-1.48345616,-4.091851852,0,-6.569090136,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,CCOc1ccc(N)c(N)c1,586.76,420.13,818.8445441,39.65509584,451.5,-19.5,137.53,190.9570773,60.694,21.321,NA,3257.662526,1632.698869,19190.04858,9617.80736,152.197,1.2497,46.4358,61.27,83.0464865,0.25,-1.38,140.101,39588.0837,597.9490862,3.645201913,1.529249068,3.142667966,1.767374153,23,3,2,3,5,60,11,4,3,1,1,0,0,1,0,0,0,0,0,18.32590893,17.30267548,5.302675481,10.21992023,8.394316268,2.605461886,1.605461886,1.605461886,0.903761979,0.903761979,0.475218281,0.475218281,48.66241787,11.43943395,0,0,0,0,0,4.736862954,16.61343676,0,0,16.17629691,0,0,0,0,0,18.93672953,10.15469438,24.78755057,5.749511833,5.647368313,0,0,0,21.35029972,0,0,0,6.851892117,17.99841919,18.12725612,0,5.749511833,11.37477255,16.17629691,6.558985243,0,0,17.81796057,18.12725612,5.647368313,0,0,11.37477255,5.749511833,0,92.22236961,0,0,-1.922421934,-0.971087963,-2.77898904,0,-6.549870677,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,CCOc1ccc(N)cc1,509.25,324.35,731.2636573,37.63784862,422.5,-61.82,80.71,167.7203947,49.391,16.513,NA,10181.1569,5102.665861,16738.71398,8389.229756,137.182,1.6675,42.0234,35.25,76.18551204,0.25,-1.18,126.094,16534.10532,523.1298147,3.475368486,1.373013448,3.106854972,1.653466464,21,2,1,2,4,54,10,2,2,1,1,0,0,1,0,0,0,0,0,16.74855867,15.85546189,4.855461886,9.30923663,7.776282279,2.381855088,1.381855088,1.381855088,0.74195858,0.74195858,0.396494808,0.396494808,49.0174503,5.719716976,0,0,0,0,0,4.736862954,15.16051116,0,0,10.45657993,0,0,0,0,0,31.02156695,9.799661943,14.78353658,5.749511833,2.823684157,0,0,0,19.89737412,0,0,0,6.851892117,12.27870222,24.16967483,0,5.749511833,5.687386275,10.45657993,6.558985243,0,0,19.18871912,24.16967483,2.823684157,0,0,5.687386275,5.749511833,0,84.45789234,0,0,-0.782470592,-0.891921296,-3.359320673,0,-6.424179776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,CCc1ccc(N)cc1,486.83,302.12,711.2657865,38.43538762,404.5,70.4,185.71,152.6469556,46.981,15.325,NA,10292.99353,5158.716952,11185.48025,5606.019905,121.183,1.8312,40.2324,26.02,71.07196681,0.25,-0.98,110.095,10180.08467,503.2002665,3.773397893,1.0925154,2.533930223,1.456737692,20,1,1,1,3,48,9,2,1,1,1,0,0,1,0,0,0,0,0,16.04145188,15.4472136,4.447213595,8.836110083,7.618033989,2.223606798,1.348606798,1.348606798,0.736803399,0.736803399,0.368401699,0.368401699,48.64532962,5.719716976,0,0,0,0,0,0,15.16051116,0,0,5.719716976,0,0,0,0,18.93672953,24.02121381,12.54117906,5.483034225,0,2.823684157,0,0,0,15.16051116,0,0,0,13.22481702,5.719716976,29.73312632,0,0,5.687386275,5.719716976,0,6.372924901,0,24.75217061,24.16967483,2.823684157,0,0,5.687386275,0,0,80.96235804,0,0,-1.709905045,0,-3.489351852,-3.083153817,-3.179947326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,NCCCCF,362.92,218.69,534.6541071,39.55539733,306.5,-268.21,-145.56,127.050876,34.322,14.393,NA,723530.1024,362624.0504,41056.11943,20576.80292,91.129,0.6948,24.2634,26.02,51.50532174,1,-0.11,81.049,939.7268305,256.0348692,5.529367319,0.635248455,4.89,3.89,16,2,1,1,4,38,6,2,1,0,0,0,0,0,0,0,0,0,0,13.57735027,12.82517807,2.825178069,6.693375673,6.057016225,1.162589034,0.456294517,0.456294517,0.165647259,0.165647259,0.051573629,0.051573629,31.58912071,0,0,0,0,0,0,0,13.78975261,4.390415048,0,5.719716976,4.390415048,0,0,0,0,19.24270949,8.224551337,9.368211363,2.823684157,0,0,0,0,18.18016765,0,0,5.719716976,12.7458498,13.12355393,0,0,0,0,5.719716976,13.12355393,0,0,23.71191825,0,2.823684157,0,0,4.390415048,0,0,81.02979167,0,0,-0.767291667,0,0,-7.591666667,-7.670833333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
